"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:7859Rvo6wXeImidBRL2dUZ","Padişah","spotify:artist:2IiSMrjpXiteqhISWXkdUG","Sibel Can","spotify:album:0cPDRCMFqgs0CFVaUyxCGt","Bu Devirde","spotify:artist:2IiSMrjpXiteqhISWXkdUG","Sibel Can","1997-06-23","https://i.scdn.co/image/ab67616d0000b27378978050aa78ce05fac4c36c","1","1","232160","https://p.scdn.co/mp3-preview/e0cfd0d3002d61293097bca875edd9eddd24cf0a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","TR8571002078","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:7MrNIhgWoKht75AxhM0QlP","Remedy","spotify:artist:0YFn3NxI5ooU7IhGvRB5Yg, spotify:artist:3nmaO18tcMzfrrR7sdJHnH","Nora & Chris, Drenchill","spotify:album:13wCTAFQmBT53bMTK7R4oA","Remedy","spotify:artist:0YFn3NxI5ooU7IhGvRB5Yg, spotify:artist:3nmaO18tcMzfrrR7sdJHnH","Nora & Chris, Drenchill","2021-02-05","https://i.scdn.co/image/ab67616d0000b2732196600e7c6fbf3babc39c2e","1","1","149000","https://p.scdn.co/mp3-preview/dee7a82472aeb6893c853174bd082e2754fda586?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","DEMA61902480","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:154DPZSqgJ958y0d33MfPi","Afili Yalnızlık","spotify:artist:66vIaZFb8okZH0npc4eQ5q","emre aydın","spotify:album:0O9W5cdFwjgTOdBM1eH2zP","Afili Yalnızlık","spotify:artist:66vIaZFb8okZH0npc4eQ5q","emre aydın","2006-10-24","https://i.scdn.co/image/ab67616d0000b2738126564e2aa884a72e57f1ab","1","1","274106","https://p.scdn.co/mp3-preview/ddbdca9b565ad5c50ce96f33246889a474ec8278?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","TRA160600001","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:7fZBQnc0zXwVybgCIrQQil","Belly Dancer","spotify:artist:5rGrDvrLOV2VV8SCFVGWlj, spotify:artist:0Upxnyh9nIUNSOmNE8WF4R","Imanbek, BYOR","spotify:album:2npvQTpyjLtapBWTNTNlqn","Belly Dancer","spotify:artist:5rGrDvrLOV2VV8SCFVGWlj, spotify:artist:0Upxnyh9nIUNSOmNE8WF4R","Imanbek, BYOR","2022-02-18","https://i.scdn.co/image/ab67616d0000b273d7bdea3b1f6d05877fb48f38","1","1","151475","https://p.scdn.co/mp3-preview/e841a3a79214e1c7e71b1ca26e0d1fdf24938c05?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","NLZ542200165","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:7tbD2Rl5Rxs7836NFZBQxM","Birtanem - Night Club Mix","spotify:artist:50AOA3aPd6tc928KEYaljF","Yaşar","spotify:album:07yiI9ScrZV7DXiObRz6Sp","Divane","spotify:artist:50AOA3aPd6tc928KEYaljF","Yaşar","1996","https://i.scdn.co/image/ab67616d0000b273d6652ff2755bedbda0914b35","1","6","202120","https://p.scdn.co/mp3-preview/a80ac93cb8a26496a106dc592d909b09ffe00617?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","TR2240596106","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:01LN6vYm8nI8vJGMiQu8gc","Böyle Ayrılık Olmaz","spotify:artist:1QZYklqR55tZ6b5mK4LD41","Kolpa","spotify:album:0rhMtScbjN0xonZ3yyUoQG","Yatağın Soğuk Tarafı","spotify:artist:1QZYklqR55tZ6b5mK4LD41","Kolpa","2011","https://i.scdn.co/image/ab67616d0000b273fbef8a75691794dd500b4a98","1","8","215806","https://p.scdn.co/mp3-preview/b5fad20081a59bc232cc406cf1a75b8ba94174ab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","TR0441005301","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:6JyMiVVXptfohf6S2zaAXv","Cennet","spotify:artist:5AboYJAlMb9FGadTTDKRoN","Ebru Gündeş","spotify:album:1vR42YBkOGkAk7eVHwH6Zh","Âşık","spotify:artist:5AboYJAlMb9FGadTTDKRoN","Ebru Gündeş","2019-01-31","https://i.scdn.co/image/ab67616d0000b27394f863c41c8c2f8c00e6432f","1","10","213073","https://p.scdn.co/mp3-preview/a03cb2a7fba70d600d5d63bdffc8f4f83151c9ce?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","TRBLG1800010","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:3e8mKYPfjTv3CZ7f5NRuIs","Şıkır Şıkır","spotify:artist:6hypPYDPSsgioRRfBXve38, spotify:artist:0mkH5jj3goQ51JtPKVodTo","Gülben Ergen, Mustafa Sandal","spotify:album:0QeVXuo6m1monAmcW2RnG3","Hayat Bi Gün...","spotify:artist:6hypPYDPSsgioRRfBXve38","Gülben Ergen","2011-08-11","https://i.scdn.co/image/ab67616d0000b273ed8489855b4ef44a1aa23c05","1","9","220473","https://p.scdn.co/mp3-preview/24591419ac9423bf96a63fa8f260cf53fcfc4c11?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","TR0221103282","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:27sRogaIuUA9UteLoPcEDw","Istanbul","spotify:artist:3JAjt6oAXVTMvCYHsc0tIC","Pamela","spotify:album:6kxmVD6n3fBihLqza974Ta","Sehir Rehberi","spotify:artist:3JAjt6oAXVTMvCYHsc0tIC","Pamela","2004-11-23","https://i.scdn.co/image/ab67616d0000b273f25d9be000eea220144cb93a","1","2","252333","https://p.scdn.co/mp3-preview/e18775716dd340e8aeec73d6fe6ef3b7162db084?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","TRA160400061","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:6dDHqJjTWOmWaAutbEpiwT","Şanıma İnanma","spotify:artist:64d1rUxfizSAOE9UbMnUZd","Sezen Aksu","spotify:album:1smWtLb75FHp95xJgBA5sa","Bahane","spotify:artist:64d1rUxfizSAOE9UbMnUZd","Sezen Aksu","2005-02-10","https://i.scdn.co/image/ab67616d0000b2738088410769434e7e0b64ac05","1","9","235773","https://p.scdn.co/mp3-preview/649dee5b72ee7d9b4f0d8b8754efaaed985877e6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","TR0010501457","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:09XOVDSIbBxBf6Kr1vGnHf","Neyim Var Ki (feat. Sagopa K)","spotify:artist:28Qbi9jTj2eej21P2mImZI","Ceza","spotify:album:2rXqr1wMTX1ULlszIUT1lr","Rapstar","spotify:artist:28Qbi9jTj2eej21P2mImZI","Ceza","2004-07-01","https://i.scdn.co/image/ab67616d0000b2732a07bf1912730d354453a4ca","1","12","206693","https://p.scdn.co/mp3-preview/d6ce83113f07baf3bded22e72ce99e66302051e3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","TR0640600088","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:0gn93i7HJt0calph67R5Wu","WTF (feat. Amber Van Day)","spotify:artist:5PlfkPxwCpRRWQJBxCa0By, spotify:artist:6NFRBhq9SmNn1FAiRs9AEf","HUGEL, Amber Van Day","spotify:album:6S7cBAToQ2mje6G1r2AKWS","WTF (feat. Amber Van Day)","spotify:artist:5PlfkPxwCpRRWQJBxCa0By, spotify:artist:6NFRBhq9SmNn1FAiRs9AEf","HUGEL, Amber Van Day","2018-11-30","https://i.scdn.co/image/ab67616d0000b2737906aea23909ce4932ceae2a","1","1","160686","https://p.scdn.co/mp3-preview/fb212e3152ba59652d6b9d710fda00a05b1b9d16?cid=9950ac751e34487dbbe027c4fd7f8e99","true","66","DEA621801857","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:23KCKQJ6FqCEW6bCi5J6bT","Hadi Çal","spotify:artist:7A6T0nTpXnPXDUGM1yEjEj","Derya Uluğ","spotify:album:4f6waNCGENUspZtUpTpZKa","Hadi Çal","spotify:artist:7A6T0nTpXnPXDUGM1yEjEj","Derya Uluğ","2022-04-22","https://i.scdn.co/image/ab67616d0000b273faeaadce229132886f00ee7e","1","1","156206","https://p.scdn.co/mp3-preview/c2e34d91c9babe9535e24e74f9f707954320cc47?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","TRAOJ2200005","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:6I9VzXrHxO9rA9A5euc8Ak","Toxic","spotify:artist:26dSoYclwsYLMAKD3tpOr4","Britney Spears","spotify:album:0z7pVBGOD7HCIB7S8eLkLI","In The Zone","spotify:artist:26dSoYclwsYLMAKD3tpOr4","Britney Spears","2003-11-13","https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4","1","6","198800","https://p.scdn.co/mp3-preview/6de2791f84c1d637a0e24734b6df3997cc742da4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","USJI10301005","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:5R62yrYVMRZExYqxoPnQMn","Be Adam","spotify:artist:1F2v33FQTavJyaD7ZsyhdA","Gülşen","spotify:album:7eBVbINGumuJf9wYY55I18","Be Adam","spotify:artist:1F2v33FQTavJyaD7ZsyhdA","Gülşen","1996-07-11","https://i.scdn.co/image/ab67616d0000b273318b9f5934c2f40343ca97c3","1","1","207666","https://p.scdn.co/mp3-preview/ceeb409c9d6e1a04fa7e714cce3e5cae3e033857?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","TR0531202974","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:5I0g6XeCs2OnI1oOCvkTge","Step By Step","spotify:artist:5aWQFWWhzp922qrrJIAwUY, spotify:artist:6xqmiKO95KxwEiz8BQQauZ, spotify:artist:1aAW5k56ulsXw0ZEm6PpOS","Sleepy Chows, Antomage, Bromage","spotify:album:4eKMUXCmefHrBpS8AfPEHE","Step By Step","spotify:artist:5aWQFWWhzp922qrrJIAwUY, spotify:artist:6xqmiKO95KxwEiz8BQQauZ, spotify:artist:1aAW5k56ulsXw0ZEm6PpOS","Sleepy Chows, Antomage, Bromage","2021-03-05","https://i.scdn.co/image/ab67616d0000b2738c46036a54ce24703da097cc","1","1","136500","https://p.scdn.co/mp3-preview/2db920af2e4ad4b1c57998fbb08230e8a0ada94d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","44","NLT2H2100224","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:5ZduaRci3iNUiDfJbBfAaf","Give It To Me - Full Vocal Mix","spotify:artist:21dVknSLCsK37cWozWDZZS","Matt Sassari","spotify:album:1jbRY71konakrKvDUiW7Rp","Give It To Me (Full Vocal Mix)","spotify:artist:21dVknSLCsK37cWozWDZZS","Matt Sassari","2021-10-22","https://i.scdn.co/image/ab67616d0000b2736a1e9d7201b74142e2d47b69","1","1","102860","https://p.scdn.co/mp3-preview/50081928cfabde0d63a4d78f893542711259652d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","GBHAD2102631","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:0d4rto68XJzcTTzFQQ54eS","Kafam Senden Bile Güzel","spotify:artist:1QZYklqR55tZ6b5mK4LD41","Kolpa","spotify:album:0J7uTqnsTskpVptOCbCx4z","Aşk Ve Hayat Hakkında","spotify:artist:1QZYklqR55tZ6b5mK4LD41","Kolpa","2014-01-10","https://i.scdn.co/image/ab67616d0000b273fc589aba546107329ad69c3b","1","7","204509","https://p.scdn.co/mp3-preview/2ed16ea0373070569a6d4e30c25c2c14c7e38d7e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","TR0441313207","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:78qd8dvwea0Gosb6Fe6j3k","Boss Bitch","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","spotify:album:4pmyFpGicLLIgNPc1TQXKc","Boss Bitch","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","2020-01-23","https://i.scdn.co/image/ab67616d0000b27310356a0e81371e6644cb1371","1","1","134239","https://p.scdn.co/mp3-preview/5703175744792dd4ac2353a2d2599d1d458a02b8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USAT21907355","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:0k2GOhqsrxDTAbFFSdNJjT","Temperature","spotify:artist:3Isy6kedDrgPYoTS1dazA9","Sean Paul","spotify:album:32Bu3ETQhR1PFCj3ndDlYf","The Trinity","spotify:artist:3Isy6kedDrgPYoTS1dazA9","Sean Paul","2005-09-26","https://i.scdn.co/image/ab67616d0000b27369ba684e533706bafe248ef3","1","11","218573","https://p.scdn.co/mp3-preview/fd0b2beda757e9b8dcaf04e71c1d6cada0659765?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","USAT20505520","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:6E90gq0KO6FYZVOXx8kCcC","Astronaut In The Ocean","spotify:artist:1uU7g3DNSbsu0QjSEqZtEd","Masked Wolf","spotify:album:6qNMYsx5OUFDXWAoct9Pge","Astronomical","spotify:artist:1uU7g3DNSbsu0QjSEqZtEd","Masked Wolf","2021-09-10","https://i.scdn.co/image/ab67616d0000b273580a07f13ece1bd30d37bd80","1","17","132780","https://p.scdn.co/mp3-preview/e89e477c2467c477031561ff801c055c5777de4f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","72","USAT22100017","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:5pqH6aEfTKoFCr7IE6urm3","Mamma Mia (feat. Amber Van Day)","spotify:artist:5PlfkPxwCpRRWQJBxCa0By, spotify:artist:6NFRBhq9SmNn1FAiRs9AEf","HUGEL, Amber Van Day","spotify:album:1p2RB74tfWtjWVMu9OCAlZ","Mamma Mia (feat. Amber Van Day)","spotify:artist:5PlfkPxwCpRRWQJBxCa0By, spotify:artist:6NFRBhq9SmNn1FAiRs9AEf","HUGEL, Amber Van Day","2019-04-19","https://i.scdn.co/image/ab67616d0000b2737b0a4d8f6c15118ac8b3c80d","1","1","122009","https://p.scdn.co/mp3-preview/971afe776d9871162b346c898bd7f3f4bbd4fbaa?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","DEA621900257","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:5T6dWZIl0ePMxWUzKQbhji","Forgive Me","spotify:artist:586uxXMyD5ObPuzjtrzO1Q, spotify:artist:3t8WiyalpvnB9AObcMufiE","Sofi Tukker, Mahmut Orhan","spotify:album:1u54eF07irCSSssyDG67R2","WET TENNIS","spotify:artist:586uxXMyD5ObPuzjtrzO1Q","Sofi Tukker","2022-04-29","https://i.scdn.co/image/ab67616d0000b273035ef25cd05ffba3078e7027","1","4","225437","https://p.scdn.co/mp3-preview/44beed259ff71ba846f533634178eb6e85fe7691?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","QM37X2100014","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:6qLGmqg7yfTVotHvxVClZ8","Yerli Plaka","spotify:artist:28Qbi9jTj2eej21P2mImZI","Ceza","spotify:album:10CwjWqsjmBVbs1eOHcFz5","Yerli Plaka","spotify:artist:28Qbi9jTj2eej21P2mImZI","Ceza","2007-02-13","https://i.scdn.co/image/ab67616d0000b2734a7f13cd6d9d7d1ab9bfda35","1","2","274693","https://p.scdn.co/mp3-preview/371838d77687478cb264f1ec6da1e92798d7ef72?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","TR0640600017","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4BkoGbx5pu2tlhFYymGgOi","Harika","spotify:artist:5AboYJAlMb9FGadTTDKRoN","Ebru Gündeş","spotify:album:4qVhbJmTGKwexO8waGFXVv","Evet","spotify:artist:5AboYJAlMb9FGadTTDKRoN","Ebru Gündeş","2008-09-25","https://i.scdn.co/image/ab67616d0000b273acce0f8c49ab26e07d133ecc","1","1","198608","https://p.scdn.co/mp3-preview/be36c9a276bc186a6a462e5f5a0ccf56d667815a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","TR0070800144","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:2luWadHsYhuZJF54vw4bTb","Ne Kavgam Bitti Ne Sevdam","spotify:artist:1F2v33FQTavJyaD7ZsyhdA","Gülşen","spotify:album:6R8QbB63ayHacv4GnR2mCr","Yurtta Aşk Cihanda Aşk","spotify:artist:1F2v33FQTavJyaD7ZsyhdA","Gülşen","2006","https://i.scdn.co/image/ab67616d0000b2734f806bc070195c0f3c73858b","1","17","206360","https://p.scdn.co/mp3-preview/9ec1e059b0386ff8511415f88d8d28bc36e20b8f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","TR0210600133","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:2PM7eyNsUUSONwJQBm1gxC","Kandıramazsın Beni (Selam Yalnızlık)","spotify:artist:6hypPYDPSsgioRRfBXve38","Gülben Ergen","spotify:album:4ra1H98txBG3FjHidYBOjX","Uçacaksın","spotify:artist:6hypPYDPSsgioRRfBXve38","Gülben Ergen","2004-02-16","https://i.scdn.co/image/ab67616d0000b273c89990dd965bde09330417fc","1","4","237480","https://p.scdn.co/mp3-preview/b17209368bb244a3629f2ff410954b54ee5d2339?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","TR0220500205","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:1JvUmKSl9Mg6mQnmbjLYyz","Suspus","spotify:artist:28Qbi9jTj2eej21P2mImZI","Ceza","spotify:album:1VQUcp2UiwP7EEqGlbWRjg","Suspus","spotify:artist:28Qbi9jTj2eej21P2mImZI","Ceza","2015-05-06","https://i.scdn.co/image/ab67616d0000b27309dd7da0003a4a677e21f2c5","1","2","248786","https://p.scdn.co/mp3-preview/f6df31ff454a7b3883b419eff3c381ae30a373a6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","TR2181519402","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4zTOUtukd52LzS3bLWwzGc","Çingenem","spotify:artist:5AboYJAlMb9FGadTTDKRoN","Ebru Gündeş","spotify:album:4fXbwXl9agxf4EWkLZZlqy","Dön Ne Olur","spotify:artist:5AboYJAlMb9FGadTTDKRoN","Ebru Gündeş","1999-12-21","https://i.scdn.co/image/ab67616d0000b273202e403474e22c7d7575dd2a","1","2","190800","https://p.scdn.co/mp3-preview/1e913ed4c9f834c93c7f47b6995d7f89cb710d74?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","TR8571000742","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:3717eMglfGPYr9YKzdsiho","Serseri","spotify:artist:40KlwpvpKEQtZTJgbml8lT","Teoman","spotify:album:1jmTAyGznVqU7jX9w7OanQ","Eski Bir Rüya Uğruna...","spotify:artist:40KlwpvpKEQtZTJgbml8lT","Teoman","2015-03-16","https://i.scdn.co/image/ab67616d0000b273a8d2d4187ec1a616d97b57d2","1","3","221155","https://p.scdn.co/mp3-preview/acc1ffb1e68a68f9c2675d88cd95e7c0d2a1a2bf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","TR0531505505","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4k38Yez6CcsKyD8mJd44nq","Affetmem","spotify:artist:7CW2eGwAuElNq09rVtZYsM","Sena Şener","spotify:album:4wAlRrIk3lrX5RacbUVTT5","Affetmem","spotify:artist:7CW2eGwAuElNq09rVtZYsM","Sena Şener","2020-09-18","https://i.scdn.co/image/ab67616d0000b273a2b491f1dc865339641e7d3a","1","1","197582","https://p.scdn.co/mp3-preview/f216bc3cb21b296719b491b79c750d765e33f029?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","TR0442025803","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:1lo7E3Du67adrmc8GWA5k5","Elefante","spotify:artist:3YkZxu7ClLCOqRJG7CxlK7","NK","spotify:album:1haMIJRWaxS2Skbn5J8L95","Ecléctica","spotify:artist:3YkZxu7ClLCOqRJG7CxlK7","NK","2020-09-18","https://i.scdn.co/image/ab67616d0000b273442da28c17c9faa1ac25ee22","1","1","162082","https://p.scdn.co/mp3-preview/9b96ec696cc1ee342139fd3f37f1518e4905f774?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","FR96X1964559","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:2kXTbr9J7u0IIA14xBu9Eq","Nazende Sevgilim","spotify:artist:46HyO18Ou1UzcbDKInq3ZH","Figen Genç","spotify:album:5hBeR2jxpTQtY4CG7Q4Ob2","Nazende Sevgilim","spotify:artist:46HyO18Ou1UzcbDKInq3ZH","Figen Genç","1999-05-20","https://i.scdn.co/image/ab67616d0000b273a008a83d2bd3d382efabad1e","1","1","230453","https://p.scdn.co/mp3-preview/f8c79a0773e7a158b59d73bba9e369c636340851?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","TR2100600368","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:5yGn9fdeTXNm5LWeDq5eMF","Düşler Sokağı","spotify:artist:7MZj0XxqxlCZPj6JsMQq0Z","Feridun Düzağaç","spotify:album:0dzcQsBMNvGBGxzISImHy8","Orjinal Alt Yazılı","spotify:artist:7MZj0XxqxlCZPj6JsMQq0Z","Feridun Düzağaç","2013-03-11","https://i.scdn.co/image/ab67616d0000b2734e6154c1cd4f23275df50a75","1","6","269960","https://p.scdn.co/mp3-preview/1f974a907b60f7f25abbc886862c2ee2d30d9df9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","TR2170600672","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:3sgBQybW08n0CzVmkOEtAp","Aşkın Ateşi","spotify:artist:08mjMUUjyTchMHCW7evc3R","Hande Yener","spotify:album:1nCMPlFrc0QMgFdu70v9as","Apayrı","spotify:artist:08mjMUUjyTchMHCW7evc3R","Hande Yener","2006-06-04","https://i.scdn.co/image/ab67616d0000b273f93696a7ad36866c1d168b16","1","8","232280","https://p.scdn.co/mp3-preview/56a8f3a54206cdbe3ca28594959be90f78edbdff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","TR0210600090","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:5T4DlSBcqRhKdUljhPFb5D","Bi Seni Konuşurum","spotify:artist:4i4ALRtQQmFxn3BCIB6iC0","Göksel","spotify:album:0EH7frrwJOk95DTwY0bDu1","Arka Bahçem","spotify:artist:4i4ALRtQQmFxn3BCIB6iC0","Göksel","2005-05-11","https://i.scdn.co/image/ab67616d0000b273c0aeb42f4b7aeb6cf754be49","1","3","230413","https://p.scdn.co/mp3-preview/b00fcf2ee8c47e2838b2b507e2569d660b9eef53?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","TRA160500003","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:7rRTTp1vVxZaQZoLw1195A","Aşk Eski Bir Yalan","spotify:artist:72Jq4Qx7m1XizJTU5jv9Wj, spotify:artist:64p15aiOeKaCsivn1tZVrI","Armut, 173","spotify:album:6CuWThR1sDFQtfeKGBaolV","Aşk Eski Bir Yalan","spotify:artist:72Jq4Qx7m1XizJTU5jv9Wj, spotify:artist:64p15aiOeKaCsivn1tZVrI","Armut, 173","2012-10-26","https://i.scdn.co/image/ab67616d0000b2736cece94680b19bbc13d37877","1","1","141688","","false","38","TR8281200249","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:1DIXPcTDzTj8ZMHt3PDt8p","Gangsta's Paradise","spotify:artist:3y24n3XhZ96wgwRXjvS17T, spotify:artist:2LhsePRtgCo4THVKULQBL7","Coolio, L.V.","spotify:album:0BJYNipGyMrw4ngKDJXzXZ","Gangsta's Paradise","spotify:artist:3y24n3XhZ96wgwRXjvS17T","Coolio","1995-11-07","https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc","1","2","240693","https://p.scdn.co/mp3-preview/1454c63a66c27ac745f874d6c113270a9c62d28e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","88","USTB10400128","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:3fr2IjdwSb8nIHsPI6ezIY","Fenomen (feat. Ceza)","spotify:artist:4B744cRUGT2IOu9Uuh7Ad7, spotify:artist:28Qbi9jTj2eej21P2mImZI","Ayben, Ceza","spotify:album:1w1reGx453BRPSMXcnlLnS","Başkan","spotify:artist:4B744cRUGT2IOu9Uuh7Ad7","Ayben","2017-11-24","https://i.scdn.co/image/ab67616d0000b273753c631cbfdffac999e6c178","1","5","233590","https://p.scdn.co/mp3-preview/2afeba02dc9d5f20d61e69f380ac34f971f6ddca?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","TRA161700834","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4o4kbDP7DMVFPwAf5D5bj9","Aşkın Olayım","spotify:artist:4StjyzjcmZ7a9QncHVf0pu","Simge","spotify:album:3q1dbJRFdUAdvRcq7Kmwra","Ben Bazen","spotify:artist:4StjyzjcmZ7a9QncHVf0pu","Simge","2018-06-01","https://i.scdn.co/image/ab67616d0000b2738ffe0967a3b236d34428b19a","1","7","251780","https://p.scdn.co/mp3-preview/bff03a6d59cbdefb9a993d493ebf3b78e2803000?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","TR0011800237","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:625VGPqFsGw96PM609TOrs","Son Arzum","spotify:artist:5Ip3Eje7dzsa2I38I1izYO","Skapova","spotify:album:2zeROvFuslIYtZuElzXZIx","Son Arzum","spotify:artist:5Ip3Eje7dzsa2I38I1izYO","Skapova","2022-09-05","https://i.scdn.co/image/ab67616d0000b273eab3304cd727f9d56957c9d7","1","1","203128","https://p.scdn.co/mp3-preview/33b8f6cc6fd1edb7bb2f04101060f3fad8fe8ea6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","TRBUL2200050","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:7KyNmvyEW7Cv4EHJwXQfS7","Dağılmak İstiyorum","spotify:artist:6xLv41SHPrVVfvyGd1M7ut, spotify:artist:23xJQJM7peht77DF6YNEoq","Ozan Doğulu, Model","spotify:album:7rsL05Cin8vJdo4xsbpTGx","130 Bpm Quartet","spotify:artist:6xLv41SHPrVVfvyGd1M7ut","Ozan Doğulu","2014","https://i.scdn.co/image/ab67616d0000b273df24165afe01eaf9ee1125f8","3","1","208274","https://p.scdn.co/mp3-preview/f0275eada5dfc45216e389afffd647ab0561385c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","TR0011200128","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:1ixFMrUVX7HMSctONowS3G","Swing - Mahmut Orhan Remix","spotify:artist:586uxXMyD5ObPuzjtrzO1Q, spotify:artist:3t8WiyalpvnB9AObcMufiE","Sofi Tukker, Mahmut Orhan","spotify:album:06yKFgvSkOVfq6CIc2icWL","Swing (Mahmut Orhan Remix)","spotify:artist:586uxXMyD5ObPuzjtrzO1Q, spotify:artist:3t8WiyalpvnB9AObcMufiE","Sofi Tukker, Mahmut Orhan","2019-08-16","https://i.scdn.co/image/ab67616d0000b273ac60e0f65b3c2aabc8e4ff58","1","1","269431","https://p.scdn.co/mp3-preview/da98176f95ea37885034c4bf4e8bbd700a66752f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","QM37X1900016","spotify:user:","1970-01-01T00:00:00Z"
